search_id,timestamp,site_id,user_country_id,user_hist_stars,user_hist_paid,listing_country_id,listing_id,listing_stars,listing_review_score,is_brand,location_score1,location_score2,log_historical_price,listing_position,price_usd,has_promotion,destination_id,length_of_stay,booking_window,num_adults,num_kids,num_rooms,stay_on_saturday,log_click_proportion,distance_to_dest,random_sort,competitor1_rate,competitor1_has_availability,competitor1_price_percent_diff,competitor2_rate,competitor2_has_availability,competitor2_price_percent_diff,competitor3_rate,competitor3_has_availability,competitor3_price_percent_diff,competitor4_rate,competitor4_has_availability,competitor4_price_percent_diff,competitor5_rate,competitor5_has_availability,competitor5_price_percent_diff,competitor6_rate,competitor6_has_availability,competitor6_price_percent_diff,competitor7_rate,competitor7_has_availability,competitor7_price_percent_diff,competitor8_rate,competitor8_has_availability,competitor8_price_percent_diff,clicked,booking_value,booked
106063,28/12/2012 20:46,5,219,,,219,79372,2,3.5,1,0,,4.25,35,53,0,12068,2,1,2,0,1,1,,2.32,1,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0
451161,17/05/2013 17:45,5,219,,,219,31486,4,4,0,1.39,,5.05,20,79,0,15066,2,122,2,0,1,0,-34.5439,117.07,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
366416,21/05/2013 11:18,16,31,,,219,56200,3,4.5,1,1.79,,5.26,36,194.89,0,12736,5,29,2,0,1,0,,,0,,,,0,0,,,1,,,,,0,0,,,,,,,,0,0,,0,,0
104082,16/03/2013 08:10,14,100,,,100,75613,4,4,1,1.1,,4.97,33,108.89,1,10292,2,13,2,0,1,1,,148.9,1,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
18969,13/06/2013 07:47,5,219,,,219,139952,2,3.5,1,1.39,0.3012,0,8,93,0,7624,2,183,2,0,1,1,,181.2,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
308704,12/01/2013 17:33,5,219,,,219,61918,2,2.5,1,2.56,0.04,4.02,24,45,0,23421,1,3,1,0,1,0,,80.23,0,,,,0,0,,,,,,,,1,0,4,,,,,,,,,,0,,0
297401,23/06/2013 08:14,5,219,,,219,100213,3,4.5,1,3.26,0.0183,0,22,199,0,22616,1,0,2,0,1,0,,20.92,0,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
593478,28/04/2013 05:58,5,219,,,219,54644,2,4,1,2.4,,4.25,29,54,1,14272,1,1,2,0,1,0,,,1,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
375075,29/06/2013 21:06,18,129,,,154,121196,3,3.5,0,2.64,,0,32,70.25,0,20404,3,100,8,0,4,0,,511.6,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
395900,07/02/2013 12:20,15,33,,,15,89302,4,4.5,0,3.81,0.0242,5.32,12,77,0,8660,5,136,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
446765,22/04/2013 07:19,5,219,,,219,73692,0,4,0,2.56,0.2397,4.3,12,68,0,17443,4,23,1,0,1,0,,145.86,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
409132,24/02/2013 12:06,5,219,,,219,29879,2,3.5,1,2.56,0.0384,4.04,30,69,0,23421,2,42,4,0,2,0,,563.3,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
378883,02/02/2013 00:03,14,100,,,100,35878,2,4,0,0.69,0.0433,4.5,1,99.35,0,13476,1,16,1,0,1,0,,126.84,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
178119,29/11/2012 20:51,5,219,,,219,139706,3,3,1,3.33,0.0133,4.66,2,53,0,8347,1,22,2,1,1,1,,835.31,0,,,,0,0,,0,0,10,,,,,,,,,,,,,0,0,4,0,,0
281438,20/06/2013 15:22,5,219,,,219,126233,3,4,1,1.39,,0,36,120,0,2772,2,43,2,0,1,1,,212.39,0,,,,0,0,,,,,,,,0,0,,,,,,,,,,,0,,0
306846,23/02/2013 13:09,15,220,,,129,104348,5,4.5,1,5.25,0.0684,5.34,14,238.06,1,19968,4,217,2,0,1,1,,10013.6,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
437031,22/11/2012 03:11,5,219,,,100,123424,3,3,1,0,0.0333,4.51,24,59,1,3410,5,20,2,4,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
500453,26/02/2013 21:59,15,70,,,70,131273,3,4.5,0,3.18,0.0042,4.13,20,30.25,1,231,7,9,2,0,1,0,,,0,,,,,,,,,,,,,-1,0,17,,,,-1,0,17,,,,0,,0
435820,07/03/2013 05:41,5,219,,,219,91414,2,3.5,1,1.79,,4.16,13,46,0,921,2,28,2,0,1,1,,1203.43,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
186279,14/06/2013 20:51,22,84,4.6,226.8,117,102604,4,3.5,0,4.16,0.0107,0,10,58.22,1,1588,1,1,2,1,2,1,,,0,,,,1,1,34,,1,,0,0,,0,0,,,,,,,,1,0,23,0,,0
392868,09/01/2013 18:54,5,219,,,219,134883,4,5,0,3.64,0.0094,5.93,27,151,1,15307,3,37,1,0,1,1,,299.35,0,,,,-1,0,9,-1,0,9,,,,0,0,,,,,,,,0,0,,0,,0
47214,21/02/2013 17:16,19,158,,,158,108344,3,3.5,0,1.1,0.0393,4.86,3,65.82,0,24894,1,6,2,0,1,0,-22.3041,26.14,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
575658,28/06/2013 06:22,14,100,,,219,111775,3,4.5,0,3.33,0.0027,0,18,118.83,1,8347,2,64,4,3,1,1,,1265.69,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
594987,23/06/2013 12:40,18,129,,,219,57426,2,3.5,1,2.83,0.1358,0,24,98.41,0,21382,1,70,2,0,1,0,,5641.67,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
20936,22/02/2013 07:45,5,219,,,219,44600,2,3,1,3.3,0.1329,4.47,25,65,0,20193,1,21,2,0,1,1,-11.5473,62.02,0,,,,0,0,,0,0,,,,,,1,,,,,,,,0,0,,0,,0
564036,06/03/2013 07:14,5,219,,,219,19630,3,4.5,1,1.1,,5.05,30,169,0,8754,1,0,1,0,1,0,,9.03,1,,,,,,,,,,,,,1,0,11,,,,,,,,,,0,,0
217974,02/04/2013 17:46,5,219,,,219,29394,3,4.5,1,3.5,0.1338,5.14,32,140,0,4335,1,6,2,0,1,0,,81.66,1,,,,-1,0,27,-1,0,27,,,,-1,0,28,,,,,,,-1,0,27,0,,0
339308,05/02/2013 11:01,5,219,,,219,63859,3,4,1,2.56,0.0682,4.59,13,109,0,22918,2,31,2,0,2,1,,73.91,0,,,,-1,0,9,,,,,,,,,,,,,,,,,,,0,,0
111304,01/12/2012 08:31,5,219,,,219,101999,2,4.5,0,0.69,0.0098,4.76,15,119,0,9422,1,6,2,0,1,1,,173.23,1,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
243162,14/05/2013 19:50,18,32,,,129,94763,3,4,1,2.56,0.0726,4.47,7,76.23,0,18580,1,45,1,0,1,1,,172.85,0,,,,,,,,,,,,,0,0,,0,0,,0,0,,,,,0,,0
330787,20/12/2012 20:39,5,219,,,219,92211,4,4.5,0,4.91,0.7264,5.6,15,199,0,4045,1,2,2,1,1,1,,333.42,0,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,4,0,,0
83658,13/05/2013 07:13,14,100,,,219,31486,4,4,0,1.39,,5.05,25,107.86,0,15066,4,63,4,0,1,0,,,1,,,,0,0,,0,0,,,,,,,,,,,,,,1,0,18,0,,0
240755,23/01/2013 14:35,16,31,,,219,68786,4,4.5,1,5.22,,6.11,6,362.23,0,19545,3,8,1,0,1,1,,4944.36,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
89063,10/04/2013 09:57,5,219,,,219,23649,2,4,1,1.95,0.01,4.27,24,70,0,17707,1,3,2,0,1,1,,34.79,0,,,,0,0,,,,,,,,,,,,,,,,,-1,0,10,0,,0
298104,23/06/2013 22:31,9,59,,,219,56776,4,4,1,2.2,0.0575,0,2,239.31,1,25335,2,23,2,2,1,0,,1453.07,1,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
572216,16/01/2013 13:32,24,216,,,181,18446,4,4,1,4.38,0.0558,5.38,19,243.61,1,12907,3,21,3,0,3,0,,,0,1,0,11,,,,,,,,,,0,0,,,1,,0,0,14,,,,0,,0
553790,12/12/2012 13:05,14,100,,,100,75972,3,4,1,4.32,0.0952,5.24,21,96.51,0,982,1,0,1,0,1,0,,,0,,,,0,0,,,,,,,,1,0,10,,,,,,,0,0,,1,109.05,1
338572,25/04/2013 11:48,5,219,,,219,95511,2,3.5,1,1.1,,4.66,18,60,0,14272,2,0,1,0,1,1,,,0,,,,0,0,,,1,,,,,,,,,,,,,,0,0,,0,,0
315372,16/05/2013 10:28,5,219,,,219,41621,2,3.5,1,3.22,0.1533,4.52,9,63,0,1306,3,6,1,0,1,0,,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,0
377292,24/03/2013 14:11,5,219,,,219,52061,2,3,1,1.39,0.3229,4.37,1,60,0,27643,1,6,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,-1,0,23,0,,0
140078,12/03/2013 17:33,15,55,,,132,124348,4,4,0,4.72,0.005,5.22,35,143.07,0,1815,1,16,2,0,1,1,,,0,0,0,,,,,,,,,,,-1,0,6,,,,-1,0,6,,,,0,,0
128620,21/03/2013 15:28,32,220,,,219,3854,3,4,1,3.18,0.0052,5.13,3,111.71,1,23904,3,272,1,1,2,0,,7952.97,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
507481,07/03/2013 17:01,12,99,,,129,121950,4,4,1,1.79,0.0008,5.48,9,654,0,16076,1,40,4,0,4,0,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,0
483291,20/01/2013 11:54,5,219,,,219,125186,2,3.5,1,1.95,0.0015,5.01,22,146,0,11339,1,0,1,0,1,0,,,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
138897,11/12/2012 16:05,18,129,,,99,92615,3,3.5,0,2.4,,4.89,16,85.84,0,19771,3,115,2,0,1,1,,450.11,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
112756,17/05/2013 02:19,1,13,,,215,60675,3,4,0,4.54,0.063,4.83,12,110.18,0,303,10,205,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
171421,27/06/2013 15:54,14,100,,,100,106169,3,4.5,1,2.89,0.0299,0,31,104.04,0,8084,2,1,1,1,1,1,,,0,,,,0,0,10,0,0,9,,,,0,0,10,,,,,,,,,,0,,0
112207,04/05/2013 07:31,5,219,,,219,95095,5,4.5,1,4.93,0.034,6.21,13,790,0,6424,2,13,2,0,1,1,,666.85,1,,,,-1,0,31,0,0,35,,,,-1,0,27,,,,,,,-1,0,27,0,,0
33699,04/05/2013 13:17,5,219,,,219,8243,5,4.5,1,4.42,0.0668,5.86,8,300,0,418,1,0,2,1,1,1,,21.94,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
370645,22/12/2012 07:03,5,219,,,219,76935,3,4,1,1.61,,4.86,25,99,0,22403,2,7,2,0,1,1,,57.16,0,,,,0,0,,,,,,,,0,0,,,,,,,,,,,0,,0
100847,09/05/2013 17:05,14,100,,,59,109791,4,4,1,2.48,0.0167,5.24,4,171.83,1,27000,10,70,1,1,2,0,,2016.4,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
481436,22/02/2013 06:25,5,219,,,100,117559,4,4.5,1,2.2,0.0022,5.56,10,166,0,2142,2,14,2,0,1,1,,325.27,1,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
439179,23/04/2013 07:20,5,219,,,99,39177,4,5,0,5.47,0.0172,6.21,20,353,0,13292,3,20,1,1,1,0,,3843.49,0,1,0,31,,,,,,,,,,1,0,22,,1,,,1,,,,,0,,0
239070,27/12/2012 10:14,14,100,,,219,53494,4,4,1,5.8,0.1578,6.1,13,219.05,0,4562,3,7,3,0,1,1,,346.26,0,,,,,,,-1,0,14,-1,0,15,-1,0,14,,,,,,,-1,0,14,0,,0
535211,31/01/2013 05:30,5,90,,,99,125463,3,4.5,0,2.48,0.0016,5.06,19,170,0,13292,4,234,2,2,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
148580,09/12/2012 23:41,15,55,,,55,48066,3,4.5,1,2.4,0.0021,4.89,35,88.23,0,10979,1,21,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
429093,23/01/2013 16:26,5,219,,,219,114932,3,4,1,4.32,0.256,5.21,25,102,1,8192,1,2,2,0,1,1,,8.11,0,,,,0,0,,0,0,25,,,,0,0,24,,,,,,,0,0,,0,,0
19247,26/02/2013 22:12,15,55,,,138,16708,2,4,0,4.3,0.1985,4.82,10,83.18,0,26389,2,45,2,0,1,1,,,0,,,,,,,,,,,,,1,0,144,1,0,34,1,0,16,,,,0,,0
209593,09/12/2012 13:09,14,100,,,100,31814,3,4,1,1.1,0.386,4.95,1,93.08,1,24219,1,16,4,0,2,0,,316.18,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
463003,11/04/2013 00:09,5,219,,,219,93026,4,4.5,1,1.95,0.2787,5.02,3,109,0,2291,3,1,2,0,1,1,,1758.69,1,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,1,,0
184445,06/06/2013 10:20,5,219,,,219,137985,2,4,1,1.61,0.5871,0,2,46,0,15988,2,35,2,0,1,1,,616.74,0,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,0
359967,27/05/2013 09:10,24,216,,,219,120766,3,4.5,1,0.69,0.0005,5.02,10,120.41,0,15752,3,120,3,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
194792,15/05/2013 01:08,5,219,,,219,93547,2,3.5,1,3.3,0.1606,5.3,1,72,1,27608,33,17,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
125974,13/05/2013 05:56,14,100,,,100,108429,2,,0,0,,4.66,8,68.28,0,11987,1,5,2,0,1,1,,190.98,1,,,,,,,,,,,,,1,0,14,,,,,,,1,0,14,0,,0
497027,28/02/2013 05:35,5,90,,,219,100874,4,3.5,1,3,,5.74,3,319,0,27006,1,18,2,0,1,0,,,0,,,,-1,0,9,,,,,,,,,,,,,,,,-1,0,9,0,,0
221270,27/03/2013 20:25,32,220,,,220,63248,4,3,1,5.18,0.4398,5.29,18,142.04,0,10757,3,10,2,1,1,1,,456.18,0,,,,,,,,-1,,,,,,,,,,,,,,,,,0,,0
232846,06/05/2013 14:05,24,216,,,31,8500,3,4,0,6.48,0.2431,5.53,30,284.96,0,23495,1,46,2,0,1,1,,,0,,,,,,,,,,,,,0,0,,0,0,,,1,,,,,0,,0
396869,16/01/2013 21:18,5,219,,,100,114201,2,4,1,4.32,0.1566,4.67,18,53,0,6948,3,2,2,0,1,1,,328.01,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
357010,23/02/2013 09:19,24,216,,,219,41585,4,4,1,4.6,0.3128,5.84,13,212.09,1,20319,4,25,2,0,1,0,,,1,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
17923,05/11/2012 08:24,5,219,,,219,27633,2,3.5,1,0.69,,4.39,31,49,0,16026,2,2,1,0,1,0,,187.61,0,,,,0,0,,0,0,,,,,1,0,21,,,,,,,0,0,,0,,0
360487,19/02/2013 15:51,5,219,,,219,8134,4,4.5,1,4.17,0.4262,5.33,22,319,0,570,7,73,2,0,1,0,,1734.46,1,,,,-1,0,13,0,0,,,,,,,,,,,,,,,,,0,,0
399559,15/06/2013 16:01,5,219,,,219,130840,3,3,1,1.61,0.01,0,34,73,0,44,1,3,1,0,1,0,,235.23,0,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
572869,23/06/2013 12:30,14,100,,,100,14268,3,4.5,1,0,0.0151,0,25,109.02,0,19400,2,7,2,2,1,0,,2078.61,0,,,,,,,,,,,,,1,0,11,,,,,,,,,,0,,0
531498,02/11/2012 05:55,5,219,,,219,28467,2,4.5,1,2.2,0.0783,4.62,2,80,1,27372,1,25,1,0,1,0,,1150.34,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
548825,11/04/2013 10:26,5,219,,,219,93051,3,4,1,1.95,,5.06,4,109,0,16793,1,2,2,0,1,1,,210.83,1,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
267864,17/03/2013 13:59,19,158,,,117,119219,5,5,0,1.79,0.0101,5.48,6,117.2,0,20112,2,3,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
593840,12/11/2012 15:40,16,31,,,31,7286,4,5,0,6.44,0.023,5.73,34,162.7,0,15620,2,36,4,1,2,0,,298.1,1,,,,,,,,,,,,,0,0,,0,0,,0,0,,,,,0,,0
90502,30/11/2012 15:49,7,9,,,100,26507,5,4.5,1,4.52,0.1087,5.94,20,226.27,0,6792,2,52,2,2,1,0,,,0,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
279677,02/03/2013 08:13,14,100,,,100,51178,3,4,1,4.32,0.0796,5.21,35,112.97,0,11224,1,35,2,0,1,1,-25.892,1192.21,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
407450,14/06/2013 09:41,5,219,,,219,138229,4,4.5,1,3.26,0.4328,0,6,199,0,16794,3,104,1,0,1,1,,263.08,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
144379,02/03/2013 10:14,5,219,,,219,11465,3,4,1,1.1,0.007,4.71,4,139,0,25733,3,75,1,0,1,1,,1113.08,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
477994,13/01/2013 15:26,5,219,,,129,55123,4,4,1,4.57,0.0633,4.9,4,452,0,18433,1,15,4,0,2,0,,5207.41,0,,,,,,,,,,,,,1,0,2,1,0,2,1,0,2,,,,0,,0
587806,16/05/2013 18:32,28,206,,,219,32887,4,4,0,5.08,0.0306,5.92,19,277.11,1,4562,8,6,2,1,1,0,,,0,1,0,15,-1,0,6,0,0,,0,0,,0,0,,,,,,,,0,0,,0,,0
434996,14/04/2013 18:02,5,219,,,219,34695,4,4.5,1,1.39,,5.72,24,339,0,23567,2,40,2,0,1,1,,595.21,1,,,,,,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
276837,03/12/2012 11:20,5,219,,,219,3357,2,4,1,1.39,0.0122,4.29,32,94,0,25017,1,28,2,0,1,0,,74.67,0,,,,0,0,,,1,,,,,,,,,,,,,,0,0,,0,,0
219543,17/03/2013 13:23,5,219,,,219,59878,3,0,1,0,,5.03,35,111,0,21494,1,134,2,0,1,0,,748.23,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
117102,19/11/2012 20:29,5,219,,,88,73801,3,3.5,0,3.26,0.0944,5.28,3,274,0,20531,5,10,2,1,1,0,,1546.85,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
242394,02/05/2013 22:45,5,219,,,215,55548,4,4.5,1,5.78,0.3824,5.29,1,139,1,6490,3,15,1,1,1,1,,4948.24,0,,,,,,,,,,,,,0,0,10,,1,,,1,,,,,0,,0
95063,07/02/2013 14:01,31,219,,,219,134914,3,4.5,1,0,0.0347,4.97,2,125,1,14643,1,2,2,0,1,1,,184.28,0,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0
357007,28/11/2012 12:15,14,100,,,100,44372,4,4.5,0,3.97,0.1536,5.54,4,136.07,0,13927,1,3,2,0,1,1,,0.59,0,,,,,,,,,,,,,0,0,,,,,,,,0,0,,0,,0
173235,06/05/2013 21:36,5,219,,,219,78926,2,3.5,0,0.69,,4.43,19,129,0,15964,1,18,3,0,1,1,,368.91,0,,,,-1,0,30,,1,,0,1,,-1,0,30,,,,,,,-1,0,30,0,,0
120192,15/02/2013 12:24,5,219,,,219,22956,3,3,1,2.48,0.065,4.96,7,163,0,17402,1,0,1,0,1,1,,265.35,1,,,,,,,,,,,,,-1,0,29,,,,,,,,,,0,,0
501349,21/05/2013 12:31,5,219,,,219,49210,4,4,1,2.56,,4.91,7,98,0,15253,2,10,2,0,1,1,,2174.32,1,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
255751,25/03/2013 20:20,5,219,,,219,40279,5,4.5,1,4.29,0.2385,5.96,8,194,0,8192,2,5,2,0,1,1,,225.14,0,,,,0,0,,0,0,11,,,,0,0,,,,,,,,0,0,,0,,0
475242,12/06/2013 10:59,14,100,,,215,63300,4,4,0,5.11,0.1551,0,29,119.74,0,16034,2,14,2,0,1,0,,4816.95,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
183604,01/06/2013 15:00,5,219,,,219,55690,3,4.5,1,1.95,,5.44,25,159,0,13945,12,40,2,0,1,0,,2271.82,1,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,0
511310,14/02/2013 15:15,5,219,,,219,68420,3,3.5,0,3.04,0.0512,4.94,19,61,1,8192,5,76,2,0,1,0,,1367.6,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
116216,07/02/2013 19:05,18,129,,,129,36804,4,4.5,0,0,,4.87,15,117.92,0,7687,1,3,1,0,1,0,,,0,,,,,,,,,,,,,0,0,,,,,0,0,,,,,0,,0
208166,23/02/2013 15:10,5,219,,,219,33737,4,4,1,0.69,,5.08,22,129,0,607,1,0,2,0,1,1,,2040.05,0,,,,,,,,,,,,,0,1,,,,,,,,0,0,,0,,0
460311,01/05/2013 11:49,5,219,,,219,73505,4,4.5,1,1.79,,5.02,9,96,0,21877,1,1,2,0,1,1,,123.49,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
33320,11/12/2012 11:03,32,220,,,205,70846,2,1.5,0,4.42,0.151,4.44,21,158.98,0,28317,5,58,2,2,1,0,,4586.56,0,,,,,,,,,,0,0,,1,0,10,,,,,,,,,,0,,0
325906,04/11/2012 19:30,11,103,,,103,11762,5,4,1,4.25,0.5411,4.98,15,168.33,0,13319,1,1,1,0,1,0,,,0,,,,0,0,,0,0,,0,0,,0,0,,,,,,,,,,,0,,0
183826,17/02/2013 02:08,5,219,3.5,70.25,219,73745,4,4,1,2.3,,5.27,14,149,1,15641,1,0,2,0,1,0,,83.88,0,,,,0,0,5,1,0,11,,,,0,0,5,,,,,,,0,0,5,0,,0
235932,04/12/2012 09:36,5,125,,,98,87762,3,0,0,4.54,,4.12,33,29,1,3164,6,15,2,0,1,0,,,0,,,,0,0,,,,,0,0,,0,0,,,,,,,,,,,0,,0
185126,03/11/2012 06:40,5,219,3.32,185.26,219,81907,3,3.5,1,3.3,0.4103,4.19,28,55,0,26085,1,30,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
583652,08/02/2013 13:19,5,219,,,219,134831,3,4.5,1,2.89,0.0067,5.72,22,199,0,15307,1,78,2,0,1,1,,18.21,0,,,,0,0,,0,0,,,,,0,0,84,,,,,,,,,,0,,0
225605,21/04/2013 17:00,14,100,,,219,86912,3,4.5,1,1.79,0.0326,4.8,35,118.84,0,4748,3,25,2,0,1,1,,,1,,,,0,0,,0,0,8,,,,1,0,8,,,,,,,1,0,8,0,,0
457088,09/03/2013 15:27,14,100,,,100,31148,4,4.5,1,3.09,0.0056,5.14,29,92.35,1,982,1,7,2,2,1,1,,48.72,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
284645,27/02/2013 21:32,5,219,,,219,139343,2,3.5,1,2.77,0.0665,4.03,14,52,1,8628,1,17,2,0,1,1,,115.99,0,,,,1,0,11,1,0,11,,,,,,,,,,,,,1,0,11,0,,0
440925,07/11/2012 12:05,5,219,,,219,118856,3,4.5,1,2.4,0.0087,4.92,14,135,0,24674,1,18,2,0,1,0,,1122.55,0,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
191051,07/12/2012 06:10,5,219,,,55,89087,4,4.5,1,1.95,,5.72,7,223,0,967,5,206,1,0,1,0,,5350.27,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
314541,08/01/2013 20:58,15,4,,,32,47584,4,5,1,3.33,0.0747,5.52,1,327.55,0,27054,3,4,1,1,1,1,,,1,,,,,,,,,,,,,0,0,,,,,0,0,,,,,1,,0
308288,20/12/2012 19:17,5,219,,,100,30446,4,4,1,2.2,,5.21,30,120,0,19146,1,3,3,1,1,0,,,1,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
63685,27/11/2012 16:17,5,219,3.75,274.34,219,64762,4,4.5,1,5.85,0.677,6.18,18,399,0,24700,1,2,1,0,1,1,,0.37,1,,,,0,0,2,0,0,,0,0,2,0,0,2,,,,,,,0,0,11,0,,0
153944,25/01/2013 04:34,5,219,,,55,60010,5,5,0,5.34,0.0151,6.21,22,513,0,10979,3,10,1,0,1,0,,3461.17,0,,,,,,,,,,,,,0,0,,,,,1,0,4,,,,0,,0
29280,05/03/2013 22:16,5,219,,,219,60350,3,4.5,1,2.94,0.0814,5.55,6,384,0,27891,2,16,3,0,1,1,,1517.61,0,,,,,-1,,,,,,,,,,,,,,,,,,-1,,0,,0
410501,14/03/2013 10:25,5,219,,,219,35204,4,4.5,0,2.2,0.0443,5.53,24,399,0,5206,2,8,2,0,1,1,,1764.1,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
493458,15/03/2013 22:30,5,100,,,100,66829,4,4.5,0,2.83,0.1569,5.2,13,169,0,7933,1,1,2,2,1,1,,54.6,1,,,,1,0,17,,,,,,,0,0,,,,,,,,0,0,,0,,0
482589,26/12/2012 12:51,11,103,,,219,89073,4,4,1,2.08,0.0216,5.28,19,152.48,1,25964,1,74,1,0,1,0,,,0,,,,,,,-1,0,11,,,,-1,0,11,,,,,,,0,0,11,0,,0
79755,19/02/2013 07:08,5,219,,,88,80718,3,0,1,2.77,,0,27,214,0,12302,4,136,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
27659,30/04/2013 19:18,5,219,,,219,43019,3,4,1,0.69,0.0009,4.71,18,139,0,8026,2,17,2,1,1,1,,477.14,0,,,,0,0,,0,0,,,,,,,,,,,,,,0,0,,0,,0
219641,02/03/2013 09:29,5,219,,,219,139435,4,4,0,2.48,0.1393,5.39,4,229,0,23055,1,82,2,0,1,1,,13,1,,,,0,0,,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
393093,14/05/2013 10:45,5,219,,,216,110910,3,4,1,3.85,0.2044,5.25,2,117,1,8609,2,166,2,0,1,0,,3958.85,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
392277,05/06/2013 13:27,5,219,,,219,61777,3,4,1,2.64,0.0339,0,19,309,0,21595,1,19,2,0,1,0,-17.4225,2786.26,0,,,,0,0,,,,,,,,,,,,,,,,,,,,0,,0
421969,19/04/2013 18:14,5,219,,,219,82688,4,4.5,1,2.71,,5.83,9,429,0,3661,3,25,1,1,1,0,,6.07,0,,,,0,0,6,0,0,,,,,0,0,,,,,,,,0,0,,0,,0
245962,14/02/2013 12:41,5,219,,,219,112125,4,4,1,1.79,0.0087,5.6,7,226,0,15764,4,56,2,0,1,1,,1463.46,1,,,,0,0,,,,,,,,0,0,,,,,,,,0,0,,0,,0
218697,15/02/2013 16:58,15,55,3.76,229.52,125,60922,5,4,1,0.69,0.0141,6.12,33,308.81,0,9855,1,33,1,0,1,0,,,0,,,,0,0,,,,,,,,0,0,,0,0,,,,,,,,0,,0
455092,28/05/2013 19:51,5,219,,,219,17997,3,3.5,0,0.69,0.0249,4.85,4,119,0,24002,1,2,2,1,1,1,,712.12,0,,,,1,0,241,,,,,,,0,0,,,,,,,,0,0,,0,,0
